Filename,Rating
AF1.jpg,0.0
AF2.jpg,1.0
AF3.jpg,0.0
AF4.jpg,1.0
AF5.jpg,0.0
AF6.jpg,0.0
AF7.jpg,0.0
AF8.jpg,0.0
AF9.jpg,0.0
AF10.jpg,1.0
AF11.jpg,0.0
AF12.jpg,0.0
AF13.jpg,0.0
AF14.jpg,0.0
AF15.jpg,0.0
AF16.jpg,0.0
AF17.jpg,1.0
AF18.jpg,0.0
AF19.jpg,1.0
AF20.jpg,0.0
AF21.jpg,1.0
AF22.jpg,0.0
AF23.jpg,1.0
AF24.jpg,0.0
AF25.jpg,0.0
AM1.jpg,1.0
AM2.jpg,0.0
AM3.jpg,1.0
AM4.jpg,0.0
AM5.jpg,0.0
AM6.jpg,1.0
AM7.jpg,0.0
AM8.jpg,1.0
AM9.jpg,1.0
AM10.jpg,0.0
AM11.jpg,1.0
AM12.jpg,0.0
AM13.jpg,0.0
AM14.jpg,1.0
AM15.jpg,1.0
AM16.jpg,0.0
AM17.jpg,0.0
AM18.jpg,1.0
AM19.jpg,0.0
AM20.jpg,0.0
AM21.jpg,0.0
AM22.jpg,1.0
AM23.jpg,1.0
AM24.jpg,0.0
AM25.jpg,0.0
CF1.jpg,0.0
CF2.jpg,0.0
CF3.jpg,1.0
CF4.jpg,0.0
CF5.jpg,1.0
CF6.jpg,1.0
CF7.jpg,1.0
CF8.jpg,0.0
CF9.jpg,0.0
CF10.jpg,0.0
CF11.jpg,0.0
CF12.jpg,1.0
CF13.jpg,1.0
CF14.jpg,0.0
CF15.jpg,0.0
CF16.jpg,0.0
CF17.jpg,0.0
CF18.jpg,0.0
CF19.jpg,0.0
CF20.jpg,0.0
CF21.jpg,1.0
CF22.jpg,1.0
CF23.jpg,1.0
CF24.jpg,0.0
CF25.jpg,1.0
CM1.jpg,0.0
CM2.jpg,1.0
CM3.jpg,1.0
CM4.jpg,1.0
CM5.jpg,0.0
CM6.jpg,0.0
CM7.jpg,0.0
CM8.jpg,0.0
CM9.jpg,1.0
CM10.jpg,0.0
CM11.jpg,1.0
CM12.jpg,0.0
CM13.jpg,0.0
CM14.jpg,0.0
CM15.jpg,0.0
CM16.jpg,0.0
CM17.jpg,1.0
CM18.jpg,0.0
CM19.jpg,1.0
CM20.jpg,0.0
CM21.jpg,1.0
CM22.jpg,1.0
CM23.jpg,1.0
CM24.jpg,0.0
CM25.jpg,0.0
CM58.jpg,1.0
AM1675.jpg,1.0
AM81.jpg,0.0
AM1712.jpg,0.0
AM1572.jpg,1.0
AM162.jpg,1.0
CF692.jpg,0.0
CM246.jpg,1.0
AM1698.jpg,1.0
AM1636.jpg,0.0
AF146.jpg,0.0
AM324.jpg,0.0
AF669.jpg,1.0
AM1696.jpg,0.0
AF1534.jpg,1.0
AM1687.jpg,0.0
AF1845.jpg,0.0
AM1289.jpg,0.0
CF628.jpg,0.0
AM671.jpg,0.0
AM1501.jpg,
CF626.jpg,
AM1141.jpg,
CM658.jpg,
AF368.jpg,
AF584.jpg,
AF1710.jpg,
AF963.jpg,
AF1775.jpg,
AM1968.jpg,
